Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
51860881,"Doomsday Clock, Part 2",Geoff Johns,"Johns, Geoff",Gary Frank,1779501188,9781779501189,5,3.81,DC Comics,Hardcover,232,2020,2020,16-01-20,06-05-20,comics-and-graphic-novels,comics-and-graphic-novels (#25),read,"#7<br/>This sets the stakes real high. The entry if Dr. Manhattan in the story adds some unpredictable and wierd elements to the story. Nobody can guess what happens next. The action is high and the art is appreciable. I don't know why Batman, Superman and Ozymandias are teaming up to convince Dr. Manhattan. I don't even know whether the parallel Earths' superheroes realize what's at stake. The Mime and his wife having a baby seemed out of the blue but it's alright. They had an amazing character arc. Watching Rorscach beating the hell out of Joker? Never expected that but it was hella good. The cryptic dilaouges of Jon Osterman are always a bit creepy but nostlagic. Loved this issue. <br/><br/>#8<br/>The last page of this issue give me chills. Finally, we are getting to the main event. I was awedturck to see my once favorite Arrowverse characters, Ronnie Raymond and Professor Stein merged into firestorm. Actually, the main theme of this issue is different from others but helps in pushing the central plot forward. The art and the brilliance is evident throughout. This was perhaps the most thrilling issue. I was on the edge of my seat the whole time. The convergence of national to declare a world war and assume power over each other is getting out of hand and the way the last 10 pages of the issue addressed the miscommunication between Superman and the Russians was well done. Firestorm was the primary character here but was misinterpreted. Ozymandias saying 'It Begins' reassures that he has formulated/orchestrated something to his benefit in his plan to save the world for once and for all. I'd like to see more superheroes converge and assist the right and set things straight. This was a good one!<br/><br/>#9<br/>Things have got out of hand and the finale feeling that everything builds up to something grand is hitting me hard. The opening pages of this issue collectively brings together the Entire DC universe superheroes(Just like Marvel did with the Infinity Crusade) as they make way for Mars to try and find who tried to frame Superman and Firestorm. Lex Luthor makes an appearance. The battle scene at Mars were the very best with art and imagery still spilling all over the place. Dr. Manhattan's dialogues still hit hard with the same punchline and effect like that of Watchmen. The entropy in the storyline has increased massively. The Doomsday Clock is a truly epic and massive event, no DC fan should miss this. I don't know what Ozymandias has planned but the world is at stake here. I like how the battle is played on two fronts, a more violent on Mars and a diplomatic on Earth by the Wonder Woman! We are getting to the part I love the most.<br/><br/>#10<br/>This issue was entirely narrated by Dr. Manhattan and you know how good that is. Much like the Watchmen issue, Dr. Manhattan tells his take about switching/alterating the metaverse. The coming of Superman on Earth has been delayed by years and it affects the timeline, enraging Superman who wishes to eliminate Dr. Manhattan. I was not entirely sure of this theory but it's alright. The flow of words on the pages is interesting. Many memorable quotes and dialogues here. I loved how they filled the readers with the black and white scene at the beginning as a part of a filming scene. This was a bit emotional and sentimental and was balanced very well. It sets up the final two issues. Let's see where this goes. Dr. Manhattan is on!<br/><br/>#11<br/>The instant I read the last panel in this issue I had goosebumps on my skin and tears in my eyes, not from sorrow but from the brilliance of the writing and the visual imagery and the conglomeration of the two. Things have escalated. This issue was narrated entirely by Ozymandias, just like Watchmen #11. There are a lot of parallels here. Ozymandias retells his plan and scheme to save both the worlds and makes a discovery along the way. The writing and the dialogues just hit hard at the right time and it has a great effect on the reader. Clearly, the writers and the artists have planned this issue or rather this event right from the beginning. Superman's plays a key role in Doomsday Clock and at one point Ozymandias even states that the Universe as well know it exists because of Superman. The world politics is exploding. In this penultimate issue, secrets are revealed. Superman and Manhattan face off against each other for the finale. It is going to be thrilling and epic in very sense. I'd like to watch a god bleed on one hand but thid like both the universes to be saved in the other. The philosophy of this comic book is astounding. Jumping to it now!<br/><br/>#12<br/>I knew right from the moment I picked this comic up, that this was going to be worth it. The final words of the comic book hit hard. The 'Doomsday Clock' is absolutely a worthy sequel to the Watchmen and incorporates multiple elements of the DC rebirth events in here. This finale issue brings back the Watchmen and the Ideal Superhero (Superman) philosophy back to life and spreads hope and optimism unlike ever before. The primary role of the issue is to focus on Dr. Manhattan's misinterpretarion of the choices one has in this universe and correct his mistakes by adopting a choice he never even knew existed. A very deserving end to a highly entertaining saga. The art and the colouring has been top notch throughout. Every single characters gets an honourable end. The Doomsday Clock embraces a positive philosophy and adds an ultra unrealistic but believable idea that Superman, forged by Doctor Manhattan exists in multiple timelines, on multiple Earths, ventures apart in some to protect and odelaize the goals of the universe and for mankind to find a life. I loved how, Dr. Manhattan embraces his human self and decided to give up his powers to the universe and the son of Mime and Mademoiselle. The last page where the boy says 'Jon calls me Clark's brought tears to my eyes and my heart leapt. A lot to creativity, efforts and passion has gone into this comic book. It was a worthwhile binge reading experience. I'm glad I picked this up. DC comics are the best. Nice Reading! <br/><br/><br/>",,,1,0
45700093,"Doomsday Clock, Part 1",Geoff Johns,"Johns, Geoff",Gary Frank,177950120X,9781779501202,5,3.77,DC Comics,Hardcover,224,2019,2019,15-01-20,06-05-20,comics-and-graphic-novels,comics-and-graphic-novels (#24),read,"#1 <br/>I'm diving into this exactly a year after it's initial release with the understanding that this is Watchmen's sequel and spiritual successor. Branded with the Watchmen franchise, I set up my expectations really high because Watchmen is my favorite comic book of all time and this has to deliver something special to the narative to validate it's existence. Having read the issue, I can conclude that this is a worthy continuation of the original comic book and now I'm able to see it as an independent part of the whole. The Doomsday clock brings back the theme, the style, the narration, the characters, the pacing which makes it totally belong in the top tier of comics and brings some fresh, new generational ideas to the storyline. We are just getting started right now and I can't comment much on the story but the art is just brilliant with shades and dialouges boxes spanning entire pages. The tradition of enclosing newspaper extracts and other in-world journalism is continued at the end of the issue. We are seeing some big faces like Ozymandias and Superman so soon, I can't help but conjure some intricate plan coming up. This is leading to something, it definitely is. <br/><br/>#2<br/>Now, things have kicked off and the I can get my head around the motivation of Ozymandias and his aspirations to seek help from Dr. Manhattan to help the world save itself. The panel are was superb anderged very well with the storyline. The dialouges and the comic panels were intertwining which added to the narrative effect. I can't help but wonder about how this comic book is going to affect the Watchmen TV show now right we are continuously absorbing events happening at three timelines. This is a brilliantly crafted story with the art and dialouges merging to for unique, rarely seen patterns on the pages. Surprises have started to sproutm can't believe they introduced Batman, Lex Luthor and ressurected an alternate universe Comedian to kick start this epic and thrilling twelve issue comic book. The character development also seems to have taken a central place amongst other elements. I'm entertained. <br/><br/>#3<br/>What a great way to start the comic by reimagining the scene which defined and introduced Watchmen. The comedian and Ozymandias dueling was so cool. Elsewhere, the story progresses with the National Outburst of the public. We get so background on who the new 'Rorschach' is. This issue was action filled! Watching the two troublemakers dueling in the bar added a new sense of closed-space action sequences. My heart lost skipped a beat when I realized that Dr. Jon Osterman could be in the Arkham Asylum but I was surprised as the expectations of the audience were subverted in a imaginative manner at the last minute. This was a very entertaining issue with some key events happening. The world of Watchmen keeps on building. There's a tease of the political issue here and there along with the angst against vigilantism, just like in the TV series. This comic is venturing and exploring further into the world it has previously established very well.<br/><br/>#4<br/>The fourth issue of Doomsday Clock does something very similar to what Watchmen did to tell Rorscach's origin story and the vents which lead to him being how he is. A somewhat similar storyline with an overarching doom looming over the planet takes place here too. Of course, national breach of peace, revolutions and campaigns are still nigh. Reggie's story is dark. His psychological evaluation at the Arkham Asylum leads to him remembering the traumatic death of his parents and his sting belief in Rorscach's philosophy and his attempt to assassinate Ozymandias. This ssue felt a bit duplicate, copying the central them from Watchmen. But sthere are still some jaw-droppinf dilaouges and quotes here and there. The visual imagery and hints are still there, their frequency is on the rise hinting something radical happening soon. So far, I'm enjoying the pacing and the story of this worthy sequel.  <br/><br/>#5<br/>If the varioant cover with the Joker holding a bottle of 'Nostalgia' isn't scary enough, this issue brings the political statement of the comic to a whole new level. Interesting development take place. The action side of the story has well receded. We get to see a flashback to the Comedian's role in the events leading the the present. Lex Luthor and other DC universe characters like Batman, The Joker, The Troublesome Twins and Superman have well established themselves along with the Watchmen characters and the public seems like it will explode any minute now. This issue is high on tension but mostly informative. The art is very good, the dilaouges are a bit encyclopedic but it's alright. The ending of this issue left me surprised. Batman cannot seriously be dead!<br/><br/>#6<br/>Having reached halfway through the Comic book, I can conclude that this is as much a DC book as it is Watchmen. The villains have established themselves very well in this issue with the back stories of the two troublemakers flashing in front of them as they face off against a bunch of nuts ts, supers, etc. The political instability is addressed. The government mutant programs, to which Superman is regularly associated with is now revealed and full scale. This issue was full of explosions, nasty language and imagery. Also, Batman is still sterile. The two troublemakers looking for their son are the centre of the story of this issue. I wonder what Dr. Manhattan is planning? It's really hard to anticipate what's going to happen next, more so to prepare for it...<br/>",,,1,0
23539,Absolute Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John Higgins",1401207138,9781401207137,5,4.37,DC Comics,Hardcover,464,2011,1987,,08-09-19,comics-and-graphic-novels,comics-and-graphic-novels (#23),read,"Issue #1<br/>I longed to dive into this series for almost a year now and this seemed to be a very good time as the HBO TV series will be dropping in a month or so. Created by the legendary Alan Moore and critically acclaimed for it's rich, complex and meaniful tone and narration I scrutinized every panel in this issue and easily got acquainted with the philosophy of 'Watchmen'. Just in these 35 pages, a lot of storytelling happens and this is undoubtedly a character and event driven storyline. I'll confess that the cast of characters is large and it gets a bit tough to track who's who but on the whole the build-up towards the end is noticeable at every page. A lot of detail and depth goes into the comic and it calls for the readers attention. The art is good enough, the script and the flow of the text bubbles is where this comic shines. I'm very much @eager and excited to finish this series off and see where things head next.<br/><br/>Issue #2<br/>Things are becoming much more clear and I'm getting a good idea about character elements and hidden plot points. Primarily this issue offers a lot of backstory about the disbanding of the Minutemen and the assembly of the Watchmen, a new league of superheroes who more or less want a better America and by extension, a better world. I loved this issue just a bit more than I loved the first one and that's saying a lot. Dr. Manhattan does posses a bunch of supernatural powers that fascinate me. There's something conspiratorial going in the background that hasn't been yet unveiled. The issue established the public dislike for the Watchmen and how it lead to their dismissal in the present timeline. The story is getting much more complex and detailed. I really have an affinity for side quotes, tags and comics panels merging into each other. The writers and artists of Watchmen certainly know how to engross the reader and tell a masterpiece, steadily and boldly. <br/><br/><br/>Issue #3<br/>This was much more intense and dramatic than the previous two. This felt more of an analysis and a powerful storytelling experiment that absolutely hit the mark. Most of the story here revolves around Jon Osterman a.k.a Dr. Manhattan as the news reports exploit and exile him for his supposed cancer contagian. The flow of the comic panel leave the reader engrossed and allow them to take in information the way they are comfortable. I was awestruck with the subtle hints and the way dialogues from one panel were shifted into another not as a contrast but with much symbolism and similarity. There is indeed a tangible and though provoking idea about Dr. Manhattan and his cosmic powers which add depth to the story. This issue had low key elements and introduction of the possible nuclear war. The imagery and color scheme in this issue captivated me and blew my mind. The dialogues intertwining with each other added a much more philosophical touch to the story.<br/><br/><br/>Issue #4<br/>This issue completely changes the way I'll be reading Watchmen. Told entirely by the point of view of Dr. Manhattan and constantly shifting in the past and the present, questioning the ruling of the universe with some truly impressive philosophy and awe inspiring quotes that are engraved in the mind, this is definitely my favorite issue of 'Watchmen' so far. The way the story begins and flows naratting the experiences and the life of Jon Osterman as he builds his empire on Mars in a somber solitude the reader is involved and impressed by the pace and the complexity of the story and how it addresses modern day issues. This issue focuses on the principle of the functioning of the universe, the existence of a natural order and force and how time is the ultimate key to all the events occuring simultaneously all over the universe. The symbolism of the watchmaker was fantastic. I never have been more involved in any other comic as much as I've been in Watchmen thanks to it's unique and intriguing narration style and poetic verse which is beguiling and enchanting to say the least. This issue also sets the tone and atmosphere for greater (or worse) things  the reader will stumble upon in later issues.<br/><br/><br/>Issue #5<br/>Feels a lot more like Issue #1 as things get momentum and the danger is high as ever. Rorschach continues his investigation with great intensity and recklessness to be honest and takes the readers along with him as multiple conspiracies, enemy movements and occurinces take place. His journal entries are certainly worth noting. This issue of Watchmen highlights and addresses the degradation and the deteriorating state of the world and where the modern civilization is heading, unchecked and enforced by vices. The symmetry of the story with the parallels was really interesting a very good move by the writers. I did not expect the issue to end the way it did. Also, the story is heavily narrated from another comic book inside this comic which helps the readers to contextually identify where the author plans to take the story and impress upon the themes and issues of 'Watchmen'. I'm very anxious and excited to know about the Mastermind behind all the vigilante elimination conquest. The stakes have never been so high. The color palette is vibrant and ingenious complementing the storyline.<br/><br/><br/>Issue #6<br/>This issue dives deep into the origin and the idea of 'Raschach' and how the vice, wicked and oblivious world shaped him to be what he is today. The events are recalled as he is consulted by a psychiatrist in police custody. The reason I loved this so much and read it with solemn respect and horror is beacuse this has been written without holding back and the world's true face and nature is revealed in a powerful prosiac way with a lot of philosophy and extravagance paired with exquisite comic panels. The book builds up towards the climax and I as a reader have a lot more respect for Raschach and the cruelties he has had to face in the prime of his life. This comic accurately delivers a kick to the reader that is shocking as well as much needed for the story to propogate. The thoughts, ideas and the life experiences narrated by Raschach are serious and worth scrutinizing. This issue also offered some interesting background on the psychiatrist and used imagery and metaphors wildly resulting in enormous impact on the plot and how the reader comprehends it. <br/><br/><br/>Issue #7<br/>There is something powerfully inspiring about this issue and I don't just mean within the comic. This issue makes the reader actually care about the real world and act a certain way and lend a helping hand to those in need because of the urgency of the cataclysm and the apocalypse that is nigh. Following the build-up to the relationship between Laurie and Den a.k.a Nite Owl and their subsequent act to get their act together and see the bigger picture and take a bold action of rescuing the commoners from the fire was something I'd never expect to happen. This also reflects upon the post disbanding of the caped crusaders. There's a lot of sensual pleasures shared, high tech machinery and inspiring quotes to notice. This issue gives an appreciative bod to the previous issues and continues a radical journey into the future and highly prioritizes the message that the masses must function together if survival is to be attained. Pleasureable reading as always.<br/><br/><br/>Issue #8<br/>A lot of stuff gets done in this issue. I mean, the story has propgated itself at a faster rate than I'd imagined but still offers much material for the reader to contemplate about. Dan and Laurie have stolen the spotlight and this couple is really interesting with complex character. The journalists and the detectives have taken the foreground in the bigger picture. The comic book inside the Watchmen which narrates the survivor highlights the dark, gruesome, ruthless and unrelenting face of the world. The danger of the apocalypse still stands high but seems a bit faded in this issue. As the supes team up again, the readers get to ponder and speculate upon the situation in '77 which led to their fallout. (which is a running gag/tragedy) Also, I'm very much hyped up about Dr. Manhattan saving the world and it really is going to be interesting to see where the story goes from here. Raschach seems to have hit rock bottom as he appears to conceal his emotions and thoughts. Lot of action, explosions and blood in this issue. Fun as always. <br/><br/><br/>Issue #9<br/>Watchmen is simply perfect. It's fantastic. It's brilliant. It's unparalleled and it's unprecedentedly important. Even as a comic it has so much to absorb from. Reading the last few pages of the issue truly raises some emotion from you as a reader. I literally had goosebumps. Dr. Manhattan's quote about life and it's unique fate was perhaps the best in the series. Watchmen is full on, unstoppable and tends to reveal a cosmic truth about life and its connection with the universe. The events happening in this issue are certainly anything but low key. The way the writers executed this complex narrative style impressed me so much. I mean it's a hell of a job to imagine and execute it with utmost perfection and that's why Watchmen is undisputably my favorite comic book ever. Secrets are revealed which in turn has consequences, grave consequences and changes the probable date of the universe. Also, most of the story takes place on Mars. The art is breathtaking. The philosophy behind the conversation between Dr. Manhattan and Laurie is unlike anything I've seen before. Absolutely the best.<br/><br/><br/>Issue #10<br/>This wasn't a typical Watchmen issue, jammed with revolutionary philosophy and over the top quotes. This issue features to-the-point business that needed to be done. The nite owl and Raschach Continue their mission to find the persona responsible for supes death and exile and arrive at a snow clad mountain follows the hints of the inner circle. The reveal at the end was certainly pondering upon. There's nothing extraordinary about this issue other than it's direct contact with the main story, depth, details in illustration and the distribution of the panels. Also, much of the story takes form the point of view of the masses and common celebrities as they anticipate the end of the world.<br/><br/><br/>Issues #11<br/>The way this issue began with such complexity of words and Extraordinary quotes regarding the study of human minds and the natural species of the world you know it's beyond what was though possiblem this issue overcomes and breaks through the limits of a comic book to deliver something more biblical and enlightening. Adrian is obsessed with Alexander and his journey is narrated in this issue which I loved all the way through. The monster madness conspiracy was a bit hard to believe but absolutely surprising and intricate. The whole endgame is revealed which answers most of the questions which were raised right form the first issue very satisfactorily. The color pallets of the book is stunning with forms of white, gold and green across the pages which adds a climax like atmosphere. Watchmen truly does symobolize the dread of the world and how ignorant people are of the looming doom over them. Adrian's motives and his master endgame was acceptable to me. But still, there was a gruesome and a freaky execution to it. Let's see. Can't believe I've arrived at the end of the journey. A lot will go down in the final part of this stunning and remarkable series.<br/><br/><br/>Issue #12<br/>Even as I knew Watchmen was unique, original and it carved its own way of storytelling I hoped that the world would be saved but I was way wrong. Of course, Watchmen will not go down the expected or the orthodox path. No, it will take the least expected path, something truly horrifying and teach the readers a hell of a lesson out of it. The final issue in the Watchmen series gives the readers apocalypse, crushing any and all of their expectations and promotion nhilistic approach towards the world. Raschach, the character who we all followed for numerous issues just died in a blink just beacuse he went to do the morally right thing and there's no remembrance of him anywhere. That points out how unrelenting and nhilistically superior Watchmen is. The end of the world and it's subsequent fruitful unison seems dark and gritty but like Adrian says, 'A downfall is necessary for tomorrow's building empires'. Can't believe that guy is still alive and kicking backed up by Dr. Manhattan. Still, the story went a bit sideways than I'd expected but it was original and satisfying till the end. This series did a great work of caring the least about the readers and this world's moral values and doing the rational and necessary evils that needed to get done and it deserves it's rightful praise and appreciation. The epilogue was heart wrenching but it's all cool now that the world has achieve piece though Dr. Manhattan questions it by stating that 'nothing lasts forever'. Watchmen will always have an enormous impact on today's pop culture and comic enthusiasts with it's rich and complex nature and philosophy that goes beyond the moral compass. Nice Reading. Absolutely my favorite comic!",,,1,0
71252,"The Sandman, Vol. 9: The Kindly Ones",Neil Gaiman,"Gaiman, Neil","Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell",1563892049,9781563892042,4,4.59,Vertigo,Hardcover,352,1999,1995,27-03-20,25-03-20,comics-and-graphic-novels,comics-and-graphic-novels (#21),read,"Sandman Vol 9: The Kindly Ones<br/>This is the biggest Sandman volume ever published collecting more than 12 issues. This acts as a finale to the tnire seirs collecting the threadbares of the last stories and wrapping them in a yarn much like the opening visual. This is quite basically a tale of revenge and relinquishment. The death or the passing of Dream is a long time coming with the multiple hints which are prophecised in the story. The buildup is very slow and the side stories feel a lot duller much thanks to the cartoony art. But the same simplistic, one storke cartoony art is much more epic and eye capturing and attention grabbing during the final five issues in which the stakes grow higher. We see a lot of past characters returning only some allied with the Sandman but almost everybody of the secondary characters form a communion to end Sandman lead by the Lady Hall and even God's like Odin and Loki. The story was more stationary than I'd like it to be. Some of the dialogues were really great and the art bumped up during the ending. The first four issues are very slow but important as well as the form the basis of the reasoning and remind the readers about the universe outside the Endless as well. This was a well balanced and easily one of the most Sandman volumes. The secodney characters are various, the art is fantastic, the finale's payoff is interesting but it could do justice to the series with a much momentous and faster pickup during the initial issues of the volume. Next volume serves as an epilogue. Nice Reading.",,,1,0
25104,The Sandman Vol. 10: The Wake,Neil Gaiman,"Gaiman, Neil","Michael Zulli, Jon J. Muth, Charles Vess, Mikal Gilmore",1563892871,9781563892875,5,4.52,Vertigo,Hardcover,191,1999,1996,28-03-20,27-03-20,comics-and-graphic-novels,comics-and-graphic-novels (#22),read,"I read this in one sitting in under two hours. The final volume wraps up the long awaited ending with a sombre, a more serious and a calm resolved tone. I really loved it. It was very memorable and highlighted the gradual change in the world and the way the people dream. I was overwhelmed with the multitude of the artistic chocies and styles and the narration just flowed easily from page to page. For Me this was the easiest volume to read and digest but had a lot of hidden undertones. This does justice to the entire series thanks to it's multiple storylines branching after the third issue and the humans narrating their own experiences but all these stories still thmie together with a collective symbolism that is the Sandman. The first three issues had the best art and the imagery with all the Endless gathering and addressing the world about the passing of their brother. An introspective, reflective, though provoking , memorable and an overwhelming concluding volume to one of the greatest comic book series ever written. Nice Reading.",,,1,0
25103,The Sandman Vol. 8: Worlds' End,Neil Gaiman,"Gaiman, Neil","Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1563891700,9781563891700,3,4.46,Vertigo,Hardcover,160,1999,1993,,23-03-20,comics-and-graphic-novels,comics-and-graphic-novels (#20),read,"Vol 8: World's End<br/>This is another collection of stories both Bizzare and supernatural narrated by stranded individuals in an eerie setting in the 'Inn At The End of the World's. This narrative works well but it lacks the charm of a progressive storyline or structures plot. Introduction by Stephen King and art by various, it is a valuable addition to the franchise but some stories hit hard while some seem passable. The final pages has the best large scale artwork. The dilaouges are spread out and very detailed. Each story is short lived but has its charm. Nice Reading.",,,1,0
25102,The Sandman Vol. 5: A Game of You,Neil Gaiman,"Gaiman, Neil","Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1563890933,9781563890932,3,4.41,Vertigo,Hardcover,192,1999,1992,,16-03-20,comics-and-graphic-novels,comics-and-graphic-novels (#18),read,"I have very mixed feelings about this volume. Igad my expectations set insanely high because of the last volume and to be honest this was a let down, at least story wise. Not only is the notice not clear but this retelling seems too fairy tail-ish. Sandman does not stand for that. Yes, there is a bit of moral preaching and philosophical rant at the nd which ties all the strings but the idea for another Dreamworld with a bunch of girls stranded did not get me completely. The artwork has shifted and is really vibrant and colorful but also dialed down a bit, I don't know why but isn't sandman supposed to be more grittier and darker. Anyways, the frequent dialogues and quotes did entertain me but the story was a let down. A colorful and artistically impressive volume spanning a bit longer with a few memorable quotes spread over the pages and an underwhelming cast of characters. Nice Reading.",,,1,0
25105,The Sandman Vol. 7: Brief Lives,Neil Gaiman,"Gaiman, Neil","Jill Thompson, Vince Locke, Peter Straub",1563891379,9781563891373,4,4.55,Vertigo,Hardcover,256,1999,1993,21-03-20,18-03-20,comics-and-graphic-novels,comics-and-graphic-novels (#19),read,"Sandman Vol 7: Brief Lives<br/><br/><br/>Dream has grown, as a character, through his interactions with the world—but mundane and mystical—and I suppose that’s the major point of Brief Lives, amidst all of its journeying and philosophizing and Endless banter. Morpheus matures. And move one step closer towards death, though he doesn’t yet know it.<br/>Sandman as a whole, is that so much of the story is based around acceptance. Acceptance of life, of death, of reality, of unreality. Acceptance of responsibility or utter rejection of it.<br/>Destruction comments on the role played by the Endless: “The Endless are merely patterns,” the prodigal brother says. “The Endless are ideas. The Endless are wave functions. The Endless are repeating motifs.” He wanted to break free from that narrowly defined, prescriptive role. And he knew that things would continue to be destroyed and new things built even if he, as the steward of the very concept of Destruction, was no longer responsible. The ideas were already set in motion. The machinery of the universe would see to it. <br/>for returning readers, or at least for me, Brief Lives seems, ironically, less than brief. It’s a bit wearying.<br/>Gaiman and Thompson still provide plenty of entertaining moments, and the requisite bits of pathos and tragedy and introspection (because, hey, it’s a Sandman story arc)Almost every page I flipped to showed the hyper-kinetic Delirium rambling on about something while Dream solemnly ignored her, or spoke to her in matter-of-fact tones. There’s a lot of that in Brief Lives. It’s so abundant that it almost becomes a parody of itself. Though it was an entertaining read, some readers will question the motive of this long stretched quest to find their brothers which will be answered and satiated in the final three issues which are remarkable in their own right talking about pathos, the loss of loved ones and the mess that life is. An enlightening volume. Never been done before. The first half is a bit boring though. Nice Reading.",,,1,0
25106,"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,"Gaiman, Neil","Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",1563891069,9781563891069,4,4.43,DC Comics,Hardcover,263,1999,1993,17-03-20,11-03-20,comics-and-graphic-novels,comics-and-graphic-novels (#17),read,"Sandman Vol 6: Fables and Reflections<br/>Part I-Distant Mirrors<br/>The art in this three one-shots is amazing. Of course, the narrative it tells doesn't allow it to be dark and gritty like the majority/remainder of Sandman but it does more than justice to the story it tells. Each of the three issues tells about the Dream's/Morepheu's role in influencing the balance of power and the conquest of nation's in the history of the empire focusing on Roman Empire, Caesars conquest and the French revolution, slightly modifying historical figures for the propogation if the story. The characters are numerous, the dialogues are consistent and crowded but I love history so no complaints there. This sort of narrative wouldn't suit Sandman in it's linear plot but I'm considering this to be a set of short stories so it could t have been done better. Each story adds depth and importance to our 'Among the Endless' Sandman. The art earns most of my respect. A nice read on the side with amazing references and historically accurate writing.  3.5/5 stars. <br/><br/>Part II- Convergence<br/>This is also a set of short stories which narrates stories which are not linear like the last subvolume. A lot of my expectations were divulged but I'm really glad about the direction this volume took. My least favorite story is 'The Hunt' and the most favorite is a 'A Parliament of Rooks' and the Marco Polo story is also very interesting. The art is detailed thoroughly and complements the story. In almost all the stories the narration switches between third and second perspective which suits the tone. The character sketches and the overall drawing and coloring in this comic is superior compared to the earlier Sandman stuff but the some parts of the story lacks here and there and can fail to be interesting which might result in lessear attention. Certaibly, a bit better than Distant Mirrors where the reader doesn't know what to expect next. A decent addition to the franchise. 4/5 stars<br/><br/>Part 3- Issue 50(Ramadan) + Sandman <br/>Special (Song of Orpheus)<br/><br/>*Ramadan is my favorite entry in the Sandman series. It seems special with a template that's jaw dropping, a distinctive font and narration style that keeps things simple and focuses on the art of storytelling which is totally ideal and masterfully crafted. I was transported to the Arabic city of Baghdad and after turning the final page, I was sucked back into reality. It was that strong impression on me. The color palette used is off the charts. The story is stornglt built and of course has a Sandman touch to it. The artwork is detailed yet simple, The strokes precise and calculated. The ending/climax have me goosebumps. This issue if Sandman has not only perfected but also idolized the art of storytelling and narration. Wow, no complaints at all. I'm impressed. <br/><br/>*Wow! The Sandman Special: Song of Orpheus is on a whole new level. No, it does not have the groundbreaking art or even the rich linear narration but it does have a lot of human elements to it. Love and Death are the central messages of this volume. We see all the Endless' gathered yet again. Their boundaries and roles become more clear and defined. Each of them has a specific task to accomplish and they cannot favour family over it. It was suprsing to see Orpheus, Dreams son going on to the underworld to attempt to ressurect his wife but as expected the attempt fails. The metaphors are extensive and hint at the genius of the writers. The art could be a bit better seeing that this was a special. A lot of myth and emotions attached to this. 4.5/5<br/><br/><br/>Overall Rating-4/5",,,1,0
25100,The Sandman Vol. 3: Dream Country,Neil Gaiman,"Gaiman, Neil","Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",156389226X,9781563892264,3,4.24,DC Comics,Hardcover,111,1999,1990,,10-03-20,comics-and-graphic-novels,comics-and-graphic-novels (#15),read,"Sandman Vol 3: Dream Country by Neil Gaiman Review    Anyone who knows me knows I'm not a big fan of non-linear narratives. Flashbacks and fortune foretelling is alright and fine but this Sandman volume did not work out much for me. Not only is this the shortest, (running from #17-20) but also the least entertaining Sandman volume so far. The second and the third issue were the least enjoyable for me and the first and the fourth issue of the volume were on par with the rest of the series, if not 'not the best' issues. The art and the narration is absolutely brilliant and two of the three stars are absolutely given to that but these stories felt a bit hollow. There wasn't enough action or even a major storyline to invest in. Although, it's many flaws this volume is solid when it comes to exploring intricate themes about dreams and how it influences our life. The title itself suggests an entire universe full of dreams and it's undeiniable influence. There are surprisingly, quite a lot of references to other writers and the Renaissance period in this volume. The art is enchanting as always, there's nothing too raw or dark here but mostly countryside and animalistic visual imagery and landscape that adds to the mix. A decent volume which had it's moments but certainly could do better story wise. Explored a lot of new locations, shoutouts and callbacks to historical events and other philosophical stuff that adds textures and layers to the Endless. Nice Reading.",,,1,0
